,category,model,colour,is_duplicate
47343,4,P56,2,1
47344,4,P59,2,1
47345,3,C5,11,1
47346,3,C16,13,1
47347,1,A15,14,1
47348,1,A33,1,1
47349,1,A42,6,1
47350,4,P2,3,1
47351,4,P15,4,1
47352,3,C22,11,1
47353,3,C35,9,1
47354,4,P8,2,1
47355,3,C10,9,1
47356,3,C8,2,1
47357,4,P17,2,1
47358,4,P8,2,1
47359,2,B5,14,1
47360,3,C12,14,1
47361,1,A15,14,1
47362,4,P4,4,1
47363,4,P4,4,1
47364,1,A15,14,1
47365,3,C12,14,1
47366,4,P48,9,1
47367,3,C12,14,1
47368,3,C1,4,1
47369,3,C2,12,1
47370,3,C34,7,1
47371,2,B4,10,1
47372,1,A16,1,1
47373,4,P15,4,1
47374,4,P30,4,1
47375,4,P1,3,1
47376,4,P39,14,1
47377,3,C17,14,1
47378,3,C54,14,1
47379,1,A4,3,1
47380,1,A4,3,1
47381,1,A31,6,1
47382,4,P48,9,1
47383,4,P51,9,1
47384,4,P48,9,1
47385,1,A31,6,1
47386,1,A4,3,1
47387,2,B4,10,1
47388,1,A4,3,1
47389,4,P13,4,1
47390,1,A12,2,1
47391,1,A26,2,1
47392,1,A34,2,1
47393,1,A32,2,1
47394,1,A39,4,1
47395,1,A39,4,1
47396,1,A38,6,1
47397,4,P12,4,1
47398,4,P4,4,1
47399,4,P3,2,1
47400,4,P8,2,1
47401,4,P18,2,1
47402,4,P17,2,1
47403,4,P23,6,1
47404,4,P25,2,1
47405,4,P55,14,1
47406,3,C1,4,1
47407,3,C17,14,1
47408,4,P16,7,1
47409,4,P12,4,1
47410,4,P8,2,1
47411,1,A11,3,1
47412,4,P19,2,1
47413,4,P20,7,1
47414,4,P21,4,1
47415,4,P20,7,1
47416,4,P46,14,1
47417,4,P49,14,1
47418,4,P50,6,1
47419,4,P51,9,1
47420,4,P55,14,1
47421,4,P55,14,1
47422,4,P49,14,1
47423,4,P25,2,1
47424,4,P26,4,1
47425,2,B30,9,1
47426,1,A7,3,1
47427,1,A11,3,1
47428,1,A14,3,1
47429,1,A18,4,1
47430,3,C51,6,1
47431,3,C46,2,1
47432,1,A41,4,1
47433,1,A28,1,1
47434,1,A31,6,1
47435,1,A33,1,1
47436,4,P5,3,1
47437,4,P4,4,1
47438,2,B24,11,1
47439,2,B25,6,1
47440,2,B12,2,1
47441,2,B11,2,1
47442,2,B10,2,1
47443,2,B14,2,1
47444,2,B8,4,1
47445,2,B7,6,1
47446,2,B6,2,1
47447,2,B9,1,1
47448,2,B6,2,1
47449,3,C5,11,1
47450,3,C30,2,1
47451,3,C53,14,1
47452,4,P1,3,1
47453,4,P52,11,1
47454,1,A1,8,1
47455,1,A1,8,1
47456,1,A37,2,1
47457,2,B10,2,1
47458,2,B13,12,1
47459,2,B19,13,1
47460,1,A14,3,1
47461,1,A11,3,1
47462,1,A1,8,1
47463,1,A2,3,1
47464,1,A15,14,1
47465,1,A12,2,1
47466,1,A11,3,1
47467,1,A10,3,1
47468,1,A16,1,1
47469,1,A17,2,1
47470,1,A28,1,1
47471,1,A29,2,1
47472,1,A27,3,1
47473,1,A41,4,1
47474,2,B2,3,1
47475,2,B4,10,1
47476,2,B23,7,1
47477,2,B25,6,1
47478,2,B3,12,1
47479,3,C1,4,1
47480,3,C13,9,1
47481,3,C34,7,1
47482,3,C25,2,1
47483,3,C47,13,1
47484,3,C41,13,1
47485,3,C57,5,1
47486,3,C56,6,1
47487,2,B3,12,1
47488,2,B26,13,1
47489,2,B24,11,1
47490,1,A1,8,1
47491,1,A11,3,1
47492,1,A12,2,1
47493,4,P3,2,1
47494,4,P4,4,1
47495,4,P10,4,1
47496,4,P1,3,1
47497,4,P57,4,1
47498,4,P7,4,1
47499,4,P14,2,1
47500,4,P15,4,1
47501,1,A9,3,1
47502,1,A9,3,1
47503,3,C29,6,1
47504,3,C30,2,1
47505,3,C30,2,1
47506,3,C46,2,1
47507,4,P6,2,1
47508,4,P17,2,1
47509,3,C50,9,1
47510,3,C50,9,1
47511,2,B14,2,1
47512,2,B13,12,1
47513,2,B12,2,1
47514,2,B10,2,1
47515,3,C41,13,1
47516,2,B24,11,1
47517,2,B19,13,1
47518,2,B3,12,1
47519,2,B5,14,1
47520,2,B5,14,1
47521,2,B24,11,1
47522,2,B4,10,1
47523,1,A1,8,1
47524,3,C2,12,1
47525,3,C31,12,1
47526,3,C13,9,1
47527,2,B10,2,1
47528,2,B13,12,1
47529,2,B23,7,1
47530,2,B24,11,1
47531,1,A31,6,1
47532,3,C56,6,1
47533,1,A42,6,1
47534,3,C56,6,1
47535,2,B11,2,1
47536,2,B15,9,1
47537,2,B23,7,1
47538,2,B31,9,1
47539,1,A41,4,1
47540,1,A27,3,1
47541,1,A31,6,1
47542,1,A28,1,1
47543,3,C14,9,1
47544,3,C17,14,1
47545,1,A12,2,1
47546,1,A17,2,1
47547,1,A11,3,1
47548,1,A18,4,1
47549,2,B10,2,1
47550,2,B1,4,1
47551,2,B4,10,1
47552,3,C8,2,1
47553,3,C11,7,1
47554,3,C53,14,1
47555,3,C54,14,1
47556,3,C36,14,1
47557,3,C55,13,1
47558,4,P9,4,1
47559,4,P36,2,1
47560,4,P23,6,1
47561,4,P25,2,1
47562,2,B23,7,1
47563,4,P16,7,1
47564,2,B10,2,1
47565,2,B13,12,1
47566,2,B17,6,1
47567,2,B15,9,1
47568,2,B10,2,1
47569,2,B1,4,1
47570,1,A8,3,1
47571,1,A11,3,1
47572,3,C21,14,1
47573,3,C25,2,1
47574,3,C30,2,1
47575,3,C37,2,1
47576,3,C54,14,1
47577,3,C42,7,1
47578,4,P3,2,1
47579,4,P1,3,1
47580,4,P1,3,1
47581,4,P13,4,1
47582,4,P23,6,1
47583,2,B2,3,1
47584,2,B4,10,1
47585,1,A4,3,1
47586,1,A4,3,1
47587,1,A12,2,1
47588,1,A23,6,1
47589,1,A19,12,1
47590,1,A27,3,1
47591,2,B4,10,1
47592,4,P23,6,1
47593,4,P37,2,1
47594,4,P55,14,1
47595,4,P44,11,1
47596,2,B4,10,1
47597,2,B12,2,1
47598,2,B15,9,1
47599,1,A16,1,1
47600,3,C3,6,1
47601,3,C55,13,1
47602,1,A18,4,1
47603,1,A22,4,1
47604,4,P17,2,1
47605,2,B4,10,1
47606,2,B1,4,1
47607,3,C5,11,1
47608,1,A15,14,1
47609,1,A13,1,1
47610,2,B2,3,1
47611,2,B1,4,1
47612,3,C31,12,1
47613,1,A11,3,1
47614,2,B4,10,1
47615,3,C30,2,1
47616,3,C49,4,1
47617,3,C51,6,1
47618,1,A4,3,1
47619,2,B1,4,1
47620,2,B2,3,1
47621,2,B4,10,1
47622,4,P14,2,1
47623,4,P21,4,1
47624,2,B21,12,1
47625,2,B27,2,1
47626,2,B23,7,1
47627,2,B6,2,1
47628,1,A13,1,1
47629,1,A33,1,1
47630,2,B7,6,1
47631,2,B4,10,1
47632,2,B3,12,1
47633,3,C1,4,1
47634,4,P15,4,1
47635,4,P19,2,1
47636,4,P20,7,1
47637,4,P39,14,1
47638,4,P70,6,1
47639,2,B11,2,1
47640,2,B29,2,1
47641,2,B31,9,1
47642,2,B19,13,1
47643,2,B32,6,1
47644,1,A1,8,1
47645,1,A1,8,1
47646,1,A2,3,1
47647,1,A3,3,1
47648,1,A4,3,1
47649,1,A5,3,1
47650,1,A6,3,1
47651,1,A7,3,1
47652,1,A8,3,1
47653,1,A9,3,1
47654,1,A10,3,1
47655,1,A11,3,1
47656,1,A12,2,1
47657,1,A13,1,1
47658,1,A14,3,1
47659,1,A15,14,1
47660,1,A16,1,1
47661,1,A17,2,1
47662,1,A18,4,1
47663,1,A33,1,1
47664,1,A38,6,1
47665,2,B4,10,1
47666,2,B13,12,1
47667,2,B30,9,1
47668,2,B32,6,1
47669,3,C7,13,1
47670,4,P1,3,1
47671,4,P2,3,1
47672,4,P16,7,1
47673,4,P20,7,1
47674,4,P23,6,1
47675,4,P29,5,1
47676,4,P39,14,1
47677,4,P65,9,1
47678,4,P82,6,1
47679,2,B10,2,1
47680,2,B3,12,1
47681,2,B2,3,1
47682,2,B13,12,1
47683,2,B15,9,1
47684,1,A33,1,1
47685,1,A21,1,1
47686,2,B34,2,1
47687,1,A42,6,1
47688,4,P11,4,1
47689,4,P4,4,1
47690,3,C17,14,1
47691,2,B2,3,1
47692,2,B9,1,1
47693,2,B10,2,1
47694,4,P15,4,1
47695,2,B32,6,1
47696,2,B25,6,1
47697,2,B23,7,1
47698,4,P6,2,1
47699,4,P15,4,1
47700,4,P40,4,1
47701,4,P67,9,1
47702,4,P57,4,1
47703,2,B3,12,1
47704,2,B3,12,1
47705,1,A11,3,1
47706,1,A2,3,1
47707,1,A7,3,1
47708,1,A10,3,1
47709,1,A33,1,1
47710,4,P1,3,1
47711,4,P2,3,1
47712,4,P5,3,1
47713,4,P7,4,1
47714,4,P50,6,1
47715,4,P48,9,1
47716,4,P65,9,1
47717,4,P72,14,1
47718,4,P42,6,1
47719,4,P30,4,1
47720,4,P20,7,1
47721,4,P1,3,1
47722,4,P1,3,1
47723,2,B3,12,1
47724,2,B12,2,1
47725,1,A4,3,1
47726,1,A21,1,1
47727,1,A27,3,1
47728,1,A28,1,1
47729,1,A29,2,1
47730,1,A31,6,1
47731,1,A36,1,1
47732,1,A41,4,1
47733,2,B1,4,1
47734,2,B2,3,1
47735,2,B3,12,1
47736,2,B4,10,1
47737,2,B31,9,1
47738,2,B31,9,1
47739,2,B32,6,1
47740,2,B23,7,1
47741,2,B24,11,1
47742,2,B14,2,1
47743,2,B4,10,1
47744,3,C5,11,1
47745,3,C9,6,1
47746,3,C15,6,1
47747,3,C33,14,1
47748,3,C31,12,1
47749,3,C36,14,1
47750,3,C42,7,1
47751,3,C51,6,1
47752,3,C56,6,1
47753,3,C16,13,1
47754,4,P1,3,1
47755,4,P2,3,1
47756,4,P3,2,1
47757,4,P4,4,1
47758,4,P5,3,1
47759,4,P6,2,1
47760,4,P17,2,1
47761,4,P47,14,1
47762,4,P48,9,1
47763,4,P1,3,1
47764,4,P1,3,1
47765,2,B17,6,1
47766,2,B12,2,1
47767,4,P1,3,1
47768,4,P3,2,1
47769,4,P16,7,1
47770,4,P31,2,1
47771,4,P34,9,1
47772,4,P40,4,1
47773,1,A15,14,1
47774,1,A4,3,1
47775,1,A5,3,1
47776,1,A18,4,1
47777,2,B24,11,1
47778,1,A4,3,1
47779,3,C49,4,1
47780,2,B29,2,1
47781,2,B3,12,1
47782,2,B27,2,1
47783,1,A10,3,1
47784,1,A10,3,1
47785,4,P12,4,1
47786,4,P1,3,1
47787,2,B15,9,1
47788,2,B14,2,1
47789,3,C1,4,1
47790,1,A15,14,1
47791,4,P15,4,1
47792,3,C2,12,1
47793,3,C51,6,1
47794,3,C29,6,1
47795,3,C30,2,1
47796,2,B4,10,1
47797,2,B3,12,1
47798,3,C17,14,1
47799,3,C40,14,1
47800,4,P47,14,1
47801,4,P49,14,1
47802,4,P48,9,1
47803,4,P57,4,1
47804,4,P70,6,1
47805,4,P60,14,1
47806,3,C15,6,1
47807,3,C12,14,1
47808,3,C16,13,1
47809,3,C21,14,1
47810,3,C33,14,1
47811,3,C46,2,1
47812,3,C48,6,1
47813,3,C53,14,1
47814,1,A10,3,1
47815,1,A7,3,1
47816,1,A4,3,1
47817,1,A3,3,1
47818,2,B4,10,1
47819,2,B2,3,1
47820,2,B20,8,1
47821,2,B24,11,1
47822,2,B30,9,1
47823,2,B33,6,1
47824,2,B17,6,1
47825,2,B15,9,1
47826,2,B4,10,1
47827,2,B12,2,1
47828,3,C19,12,1
47829,1,A5,3,1
47830,2,B8,4,1
47831,2,B14,2,1
47832,2,B11,2,1
47833,2,B11,2,1
47834,1,A10,3,1
47835,2,B4,10,1
47836,2,B24,11,1
47837,2,B21,12,1
47838,2,B26,13,1
47839,2,B27,2,1
47840,2,B14,2,1
47841,2,B14,2,1
47842,2,B10,2,1
47843,3,C7,13,1
47844,4,P4,4,1
47845,4,P1,3,1
47846,4,P2,3,1
47847,4,P1,3,1
47848,4,P1,3,1
47849,4,P13,4,1
47850,4,P6,2,1
47851,4,P70,6,1
47852,4,P59,2,1
47853,4,P18,2,1
47854,4,P3,2,1
47855,4,P8,2,1
47856,4,P1,3,1
47857,4,P34,9,1
47858,4,P35,4,1
47859,4,P36,2,1
47860,4,P23,6,1
47861,2,B6,2,1
47862,2,B15,9,1
47863,2,B3,12,1
47864,4,P50,6,1
47865,4,P49,14,1
47866,4,P55,14,1
47867,4,P60,14,1
47868,2,B4,10,1
47869,2,B7,6,1
47870,2,B8,4,1
47871,3,C31,12,1
47872,3,C36,14,1
47873,3,C32,2,1
47874,3,C6,6,1
47875,3,C16,13,1
47876,2,B25,6,1
47877,2,B26,13,1
47878,4,P16,7,1
47879,2,B13,12,1
47880,3,C5,11,1
47881,4,P10,4,1
47882,2,B20,8,1
47883,2,B20,8,1
47884,4,P16,7,1
47885,4,P16,7,1
47886,2,B4,10,1
47887,1,A1,8,1
47888,1,A4,3,1
47889,1,A5,3,1
47890,2,B4,10,1
47891,1,A8,3,1
47892,4,P9,4,1
47893,4,P2,3,1
47894,4,P1,3,1
47895,3,C7,13,1
47896,3,C11,7,1
47897,3,C13,9,1
47898,3,C13,9,1
47899,3,C43,6,1
47900,1,A20,2,1
47901,3,C49,4,1
47902,1,A2,3,1
47903,1,A2,3,1
47904,1,A5,3,1
47905,1,A9,3,1
47906,1,A12,2,1
47907,1,A12,2,1
47908,1,A10,3,1
47909,1,A8,3,1
47910,1,A5,3,1
47911,1,A9,3,1
47912,1,A17,2,1
47913,2,B1,4,1
47914,2,B4,10,1
47915,2,B3,12,1
47916,2,B13,12,1
47917,2,B14,2,1
47918,2,B10,2,1
47919,2,B19,13,1
47920,2,B24,11,1
47921,2,B30,9,1
47922,2,B23,7,1
47923,2,B13,12,1
47924,1,A10,3,1
47925,1,A6,3,1
47926,1,A12,2,1
47927,4,P71,2,1
47928,2,B27,2,1
47929,2,B26,13,1
47930,2,B30,9,1
47931,1,A11,3,1
47932,2,B21,12,1
47933,1,A15,14,1
47934,1,A18,4,1
47935,1,A13,1,1
47936,1,A16,1,1
47937,1,A4,3,1
47938,3,C3,6,1
47939,1,A4,3,1
47940,3,C14,9,1
47941,3,C13,9,1
47942,3,C16,13,1
47943,3,C10,9,1
47944,2,B19,13,1
47945,2,B31,9,1
47946,2,B31,9,1
47947,4,P1,3,1
47948,4,P16,7,1
47949,4,P16,7,1
47950,4,P42,6,1
47951,2,B17,6,1
47952,1,A1,8,1
47953,1,A5,3,1
47954,1,A9,3,1
47955,3,C35,9,1
47956,1,A15,14,1
47957,1,A11,3,1
47958,1,A2,3,1
47959,2,B3,12,1
47960,2,B13,12,1
47961,2,B10,2,1
47962,2,B33,6,1
47963,3,C6,6,1
47964,1,A10,3,1
47965,3,C5,11,1
47966,2,B24,11,1
47967,1,A5,3,1
47968,4,P1,3,1
47969,4,P4,4,1
47970,4,P9,4,1
47971,3,C7,13,1
47972,3,C15,6,1
47973,3,C14,9,1
47974,2,B4,10,1
47975,2,B4,10,1
47976,3,C5,11,1
47977,3,C17,14,1
47978,3,C10,9,1
47979,4,P12,4,1
47980,4,P5,3,1
47981,4,P5,3,1
47982,4,P33,9,1
47983,4,P67,9,1
47984,4,P68,2,1
47985,3,C17,14,1
47986,3,C5,11,1
47987,3,C13,9,1
47988,3,C24,12,1
47989,3,C30,2,1
47990,3,C41,13,1
47991,3,C54,14,1
47992,3,C53,14,1
47993,3,C58,14,1
47994,3,C59,5,1
47995,3,C55,13,1
47996,4,P15,4,1
47997,4,P39,14,1
47998,4,P47,14,1
47999,4,P53,2,1
48000,4,P61,1,1
48001,4,P65,9,1
48002,4,P70,6,1
48003,4,P71,2,1
48004,4,P80,7,1
48005,4,P82,6,1
48006,4,P77,7,1
48007,4,P74,12,1
48008,4,P23,6,1
48009,4,P26,4,1
48010,4,P52,11,1
48011,4,P82,6,1
48012,2,B7,6,1
48013,2,B7,6,1
48014,2,B17,6,1
48015,4,P36,2,1
48016,4,P6,2,1
48017,4,P16,7,1
48018,4,P20,7,1
48019,4,P21,4,1
48020,4,P20,7,1
48021,4,P48,9,1
48022,4,P42,6,1
48023,4,P60,14,1
48024,1,A1,8,1
48025,1,A2,3,1
48026,1,A5,3,1
48027,3,C34,7,1
48028,1,A4,3,1
48029,1,A26,2,1
48030,2,B4,10,1
48031,2,B32,6,1
48032,2,B34,2,1
48033,2,B33,6,1
48034,2,B23,7,1
48035,2,B19,13,1
48036,2,B21,12,1
48037,2,B25,6,1
48038,1,A13,1,1
48039,1,A15,14,1
48040,3,C41,13,1
48041,4,P23,6,1
48042,1,A4,3,1
48043,1,A6,3,1
48044,1,A11,3,1
48045,1,A10,3,1
48046,3,C5,11,1
48047,3,C8,2,1
48048,3,C34,7,1
48049,3,C40,14,1
48050,3,C48,6,1
48051,2,B32,6,1
48052,2,B27,2,1
48053,1,A1,8,1
48054,1,A2,3,1
48055,1,A3,3,1
48056,1,A4,3,1
48057,2,B2,3,1
48058,2,B4,10,1
48059,4,P29,5,1
48060,2,B12,2,1
48061,2,B21,12,1
48062,2,B23,7,1
48063,2,B30,9,1
48064,4,P16,7,1
48065,4,P33,9,1
48066,1,A11,3,1
48067,1,A19,12,1
48068,1,A21,1,1
48069,2,B9,1,1
48070,2,B3,12,1
48071,2,B28,9,1
48072,2,B19,13,1
48073,3,C11,7,1
48074,1,A28,1,1
48075,1,A41,4,1
48076,3,C17,14,1
48077,4,P15,4,1
48078,1,A13,1,1
48079,3,C16,13,1
48080,3,C7,13,1
48081,3,C5,11,1
48082,3,C26,14,1
48083,3,C36,14,1
48084,3,C31,12,1
48085,3,C37,2,1
48086,1,A16,1,1
48087,1,A15,14,1
48088,1,A14,3,1
48089,1,A18,4,1
48090,1,A36,1,1
48091,1,A25,1,1
48092,1,A32,2,1
48093,2,B4,10,1
48094,2,B9,1,1
48095,4,P49,14,1
48096,1,A8,3,1
48097,3,C50,9,1
48098,3,C49,4,1
48099,2,B4,10,1
48100,2,B3,12,1
48101,1,A15,14,1
48102,1,A15,14,1
48103,2,B7,6,1
48104,2,B15,9,1
48105,1,A26,2,1
48106,3,C5,11,1
48107,3,C11,7,1
48108,3,C5,11,1
48109,1,A14,3,1
48110,1,A38,6,1
48111,1,A19,12,1
48112,1,A1,8,1
48113,1,A2,3,1
48114,1,A3,3,1
48115,1,A4,3,1
48116,1,A5,3,1
48117,1,A6,3,1
48118,1,A7,3,1
48119,1,A8,3,1
48120,1,A9,3,1
48121,1,A10,3,1
48122,1,A11,3,1
48123,1,A12,2,1
48124,1,A14,3,1
48125,1,A17,2,1
48126,4,P12,4,1
48127,4,P1,3,1
48128,1,A11,3,1
48129,1,A12,2,1
48130,2,B10,2,1
48131,2,B24,11,1
48132,2,B26,13,1
48133,2,B4,10,1
48134,2,B31,9,1
48135,2,B23,7,1
48136,3,C5,11,1
48137,2,B4,10,1
48138,2,B16,12,1
48139,3,C21,14,1
48140,3,C43,6,1
48141,2,B14,2,1
48142,2,B21,12,1
48143,2,B4,10,1
48144,3,C1,4,1
48145,3,C24,12,1
48146,3,C48,6,1
48147,1,A34,2,1
48148,1,A37,2,1
48149,1,A39,4,1
48150,1,A40,4,1
48151,2,B1,4,1
48152,2,B4,10,1
48153,2,B9,1,1
48154,2,B22,2,1
48155,2,B34,2,1
48156,1,A4,3,1
48157,1,A1,8,1
48158,1,A2,3,1
48159,1,A3,3,1
48160,1,A11,3,1
48161,1,A12,2,1
48162,1,A13,1,1
48163,1,A14,3,1
48164,1,A15,14,1
48165,1,A16,1,1
48166,1,A17,2,1
48167,1,A21,1,1
48168,1,A22,4,1
48169,1,A30,6,1
48170,1,A39,4,1
48171,3,C3,6,1
48172,3,C5,11,1
48173,3,C7,13,1
48174,3,C9,6,1
48175,3,C21,14,1
48176,3,C23,3,1
48177,3,C24,12,1
48178,3,C25,2,1
48179,3,C29,6,1
48180,3,C35,9,1
48181,3,C37,2,1
48182,3,C40,14,1
48183,3,C45,11,1
48184,3,C49,4,1
48185,3,C50,9,1
48186,3,C51,6,1
48187,3,C57,5,1
48188,2,B4,10,1
48189,2,B3,12,1
48190,2,B8,4,1
48191,2,B19,13,1
48192,2,B24,11,1
48193,2,B26,13,1
48194,2,B33,6,1
48195,2,B34,2,1
48196,4,P4,4,1
48197,4,P74,12,1
48198,1,A4,3,1
48199,3,C5,11,1
48200,3,C2,12,1
48201,3,C40,14,1
48202,3,C41,13,1
48203,3,C48,6,1
48204,1,A1,8,1
48205,1,A4,3,1
48206,1,A9,3,1
48207,1,A23,6,1
48208,2,B1,4,1
48209,2,B9,1,1
48210,2,B14,2,1
48211,2,B10,2,1
48212,2,B11,2,1
48213,2,B1,4,1
48214,2,B30,9,1
48215,1,A8,3,1
48216,4,P73,11,1
48217,4,P74,12,1
48218,4,P75,7,1
48219,4,P76,2,1
48220,4,P77,7,1
48221,4,P78,14,1
48222,4,P79,2,1
48223,4,P80,7,1
48224,4,P81,4,1
48225,4,P82,6,1
48226,2,B16,12,1
48227,2,B15,9,1
48228,2,B14,2,1
48229,2,B1,4,1
48230,2,B3,12,1
48231,2,B6,2,1
48232,1,A18,4,1
48233,1,A15,14,1
48234,1,A2,3,1
48235,3,C17,14,1
48236,3,C18,9,1
48237,3,C2,12,1
48238,1,A4,3,1
48239,2,B11,2,1
48240,2,B17,6,1
48241,2,B16,12,1
48242,2,B19,13,1
48243,2,B21,12,1
48244,2,B32,6,1
48245,2,B24,11,1
48246,3,C4,4,1
48247,3,C5,11,1
48248,3,C12,14,1
48249,3,C17,14,1
48250,3,C9,6,1
48251,3,C2,12,1
48252,3,C13,9,1
48253,1,A14,3,1
48254,1,A15,14,1
48255,1,A22,4,1
48256,1,A26,2,1
48257,3,C17,14,1
48258,3,C45,11,1
48259,3,C44,14,1
48260,3,C48,6,1
48261,3,C43,6,1
48262,2,B8,4,1
48263,2,B12,2,1
48264,2,B14,2,1
48265,2,B11,2,1
48266,2,B26,13,1
48267,2,B24,11,1
48268,2,B32,6,1
48269,1,A38,6,1
48270,3,C36,14,1
48271,3,C53,14,1
48272,3,C42,7,1
48273,3,C42,7,1
48274,3,C38,13,1
48275,3,C5,11,1
48276,2,B8,4,1
48277,1,A11,3,1
48278,1,A9,3,1
48279,1,A4,3,1
48280,3,C13,9,1
48281,3,C2,12,1
48282,3,C15,6,1
48283,1,A4,3,1
48284,1,A16,1,1
48285,1,A10,3,1
48286,1,A10,3,1
48287,1,A10,3,1
48288,1,A1,8,1
48289,1,A2,3,1
48290,1,A3,3,1
48291,1,A4,3,1
48292,1,A5,3,1
48293,1,A10,3,1
48294,2,B1,4,1
48295,2,B2,3,1
48296,2,B3,12,1
48297,2,B4,10,1
48298,2,B5,14,1
48299,2,B23,7,1
48300,2,B4,10,1
48301,2,B22,2,1
48302,2,B3,12,1
48303,3,C1,4,1
48304,3,C2,12,1
48305,3,C3,6,1
48306,3,C3,6,1
48307,3,C4,4,1
48308,3,C5,11,1
48309,3,C19,12,1
48310,3,C2,12,1
48311,3,C3,6,1
48312,3,C20,13,1
48313,3,C21,14,1
48314,3,C22,11,1
48315,3,C23,3,1
48316,3,C8,2,1
48317,3,C37,2,1
48318,3,C38,13,1
48319,3,C39,6,1
48320,3,C40,14,1
48321,3,C42,7,1
48322,3,C43,6,1
48323,3,C44,14,1
48324,3,C45,11,1
48325,3,C55,13,1
48326,3,C56,6,1
48327,3,C57,5,1
48328,3,C58,14,1
48329,3,C59,5,1
48330,4,P1,3,1
48331,4,P2,3,1
48332,4,P3,2,1
48333,4,P4,4,1
48334,4,P5,3,1
48335,4,P6,2,1
48336,4,P20,7,1
48337,4,P1,3,1
48338,4,P19,2,1
48339,4,P21,4,1
48340,4,P23,6,1
48341,4,P25,2,1
48342,4,P26,4,1
48343,4,P27,6,1
48344,4,P37,2,1
48345,4,P38,9,1
48346,4,P39,14,1
48347,4,P40,4,1
48348,4,P41,9,1
48349,4,P42,6,1
48350,4,P43,7,1
48351,4,P44,11,1
48352,4,P45,9,1
48353,4,P55,14,1
48354,4,P56,2,1
48355,4,P57,4,1
48356,4,P58,9,1
48357,4,P59,2,1
48358,4,P60,14,1
48359,4,P61,1,1
48360,4,P62,12,1
48361,4,P63,14,1
48362,4,P73,11,1
48363,4,P74,12,1
48364,4,P75,7,1
48365,4,P76,2,1
48366,4,P77,7,1
48367,4,P78,14,1
48368,4,P80,7,1
48369,4,P81,4,1
48370,1,A10,3,1
48371,1,A5,3,1
48372,2,B14,2,1
48373,1,A1,8,1
48374,1,A10,3,1
48375,1,A11,3,1
48376,1,A8,3,1
48377,1,A11,3,1
48378,1,A1,8,1
48379,1,A10,3,1
48380,3,C36,14,1
48381,3,C45,11,1
48382,1,A10,3,1
48383,1,A12,2,1
48384,1,A9,3,1
48385,4,P42,6,1
48386,1,A6,3,1
48387,1,A5,3,1
48388,1,A5,3,1
48389,3,C10,9,1
48390,3,C14,9,1
48391,3,C14,9,1
48392,3,C18,9,1
48393,1,A8,3,1
48394,1,A5,3,1
48395,3,C5,11,1
48396,3,C8,2,1
48397,3,C16,13,1
48398,2,B30,9,1
48399,2,B32,6,1
48400,4,P15,4,1
48401,1,A8,3,1
48402,1,A10,3,1
48403,1,A8,3,1
48404,2,B10,2,1
48405,2,B26,13,1
48406,1,A1,8,1
48407,1,A11,3,1
48408,1,A11,3,1
48409,1,A4,3,1
48410,1,A5,3,1
48411,1,A7,3,1
48412,1,A8,3,1
48413,1,A10,3,1
48414,1,A13,1,1
48415,1,A15,14,1
48416,1,A16,1,1
48417,1,A17,2,1
48418,1,A18,4,1
48419,1,A22,4,1
48420,1,A26,2,1
48421,1,A29,2,1
48422,1,A30,6,1
48423,1,A32,2,1
48424,1,A33,1,1
48425,1,A34,2,1
48426,1,A37,2,1
48427,1,A39,4,1
48428,2,B2,3,1
48429,2,B27,2,1
48430,2,B31,9,1
48431,2,B32,6,1
48432,2,B34,2,1
48433,3,C4,4,1
48434,3,C10,9,1
48435,3,C29,6,1
48436,3,C40,14,1
48437,3,C54,14,1
48438,3,C55,13,1
48439,3,C56,6,1
48440,3,C58,14,1
48441,1,A2,3,1
48442,1,A3,3,1
48443,1,A4,3,1
48444,1,A5,3,1
48445,1,A6,3,1
48446,1,A8,3,1
48447,1,A9,3,1
48448,1,A10,3,1
48449,1,A11,3,1
48450,1,A12,2,1
48451,1,A14,3,1
48452,1,A15,14,1
48453,1,A16,1,1
48454,1,A17,2,1
48455,1,A21,1,1
48456,1,A22,4,1
48457,1,A26,2,1
48458,1,A32,2,1
48459,1,A39,4,1
48460,1,A5,3,1
48461,1,A4,3,1
48462,1,A2,3,1
48463,1,A26,2,1
48464,3,C7,13,1
48465,1,A9,3,1
48466,1,A31,6,1
48467,1,A26,2,1
48468,1,A4,3,1
48469,1,A26,2,1
48470,1,A23,6,1
48471,1,A24,2,1
48472,1,A25,1,1
48473,1,A26,2,1
48474,1,A27,3,1
48475,1,A28,1,1
48476,1,A28,1,1
48477,1,A29,2,1
48478,1,A35,14,1
48479,1,A36,1,1
48480,2,B32,6,1
48481,2,B31,9,1
48482,2,B30,9,1
48483,2,B28,9,1
48484,2,B23,7,1
48485,2,B19,13,1
48486,2,B24,11,1
48487,2,B25,6,1
48488,2,B26,13,1
48489,2,B25,6,1
48490,2,B26,13,1
48491,2,B27,2,1
48492,2,B16,12,1
48493,2,B17,6,1
48494,2,B15,9,1
48495,2,B12,2,1
48496,2,B1,4,1
48497,2,B2,3,1
48498,2,B3,12,1
48499,2,B4,10,1
48500,2,B5,14,1
48501,2,B6,2,1
48502,2,B7,6,1
48503,2,B8,4,1
48504,2,B9,1,1
48505,2,B1,4,1
48506,2,B34,2,1
48507,2,B34,2,1
